Trial Index,Average P-Value,Generator
34,0.4263500729225432,Pseudo Generator
35,0.43329765118996205,Pseudo Generator
36,0.43954639574166243,Pseudo Generator
37,0.4416951271322761,Pseudo Generator
38,0.42659570235487815,Pseudo Generator
39,0.42634696744987766,Pseudo Generator
40,0.4276661022857356,Pseudo Generator
41,0.42472815980378653,Pseudo Generator
42,0.42569893544824705,Pseudo Generator
43,0.4278944898426006,Pseudo Generator
44,0.42771678520167594,Pseudo Generator
45,0.43206419872775,Pseudo Generator
46,0.428242689419419,Pseudo Generator
47,0.43476824111207957,Pseudo Generator
48,0.43553559984261386,Pseudo Generator
49,0.43462234544854533,Pseudo Generator
50,0.4376331537241146,Pseudo Generator
51,0.4400632458042164,Pseudo Generator
52,0.43357550623851265,Pseudo Generator
53,0.4353213678369446,Pseudo Generator
54,0.43258126982061273,Pseudo Generator
55,0.4309435933391275,Pseudo Generator
56,0.43499198260748095,Pseudo Generator
57,0.4372898626344467,Pseudo Generator
58,0.43666951926264913,Pseudo Generator
59,0.43195668096970496,Pseudo Generator
60,0.4345339171464151,Pseudo Generator
61,0.43767611377343046,Pseudo Generator
62,0.43593401297933526,Pseudo Generator
63,0.43857640757017213,Pseudo Generator
64,0.4410715485976592,Pseudo Generator
65,0.4394695605748825,Pseudo Generator
66,0.4389037050247492,Pseudo Generator
67,0.4367442725244112,Pseudo Generator
68,0.43883154374454586,Pseudo Generator
69,0.4372488177641901,Pseudo Generator
70,0.4383031616506619,Pseudo Generator
71,0.4355422428694897,Pseudo Generator
72,0.434211133594452,Pseudo Generator
73,0.43499241987641063,Pseudo Generator
74,0.4332022966654018,Pseudo Generator
75,0.4362054487855434,Pseudo Generator
76,0.4388526083410464,Pseudo Generator
77,0.43993354576367677,Pseudo Generator
78,0.43847445743315855,Pseudo Generator
79,0.4398842313232301,Pseudo Generator
80,0.4428057415540589,Pseudo Generator
81,0.4441448386447844,Pseudo Generator
82,0.44740726032109696,Pseudo Generator
83,0.449042543010265,Pseudo Generator
84,0.4524509921893073,Pseudo Generator
85,0.45204273033909914,Pseudo Generator
86,0.4532532016422517,Pseudo Generator
87,0.45257059094963803,Pseudo Generator
88,0.45192710181532164,Pseudo Generator
89,0.45187140949575355,Pseudo Generator
90,0.45190824675130764,Pseudo Generator
91,0.45441656851061607,Pseudo Generator
92,0.45483558526203133,Pseudo Generator
93,0.45363485836509426,Pseudo Generator
94,0.45044316109372634,Pseudo Generator
95,0.451238209191605,Pseudo Generator
96,0.4549622592413272,Pseudo Generator
97,0.4543795850988476,Pseudo Generator
98,0.4573814482392938,Pseudo Generator
99,0.45837354946557507,Pseudo Generator
0,NaN,True Generator
1,0.20189651799465544,True Generator
2,0.2053042536020596,True Generator
3,0.295814577534386,True Generator
4,0.3500310785794397,True Generator
5,0.3336000854423166,True Generator
6,0.3740678315081028,True Generator
7,0.4031425034640546,True Generator
8,0.4213109119203914,True Generator
9,0.42418695828493214,True Generator
10,0.3917507518188085,True Generator
11,0.41818203197936926,True Generator
12,0.4302645879276817,True Generator
13,0.41626481253333825,True Generator
14,0.40691370668399746,True Generator
15,0.4154049633211799,True Generator
16,0.4169343231981218,True Generator
17,0.43073077458910675,True Generator
18,0.43450762809347837,True Generator
19,0.4363288763799983,True Generator
20,0.44047130155984204,True Generator
21,0.4376422437412265,True Generator
22,0.445944634333957,True Generator
23,0.43937190947059196,True Generator
24,0.4398730389854098,True Generator
25,0.445784541626169,True Generator
26,0.44157020524138973,True Generator
27,0.439701678976392,True Generator
28,0.4344532497900844,True Generator
29,0.42360972439280536,True Generator
30,0.4280534092109683,True Generator
31,0.423308602537288,True Generator
32,0.43178233503245017,True Generator
33,0.4200472407284336,True Generator
34,0.42779617588457236,True Generator
35,0.4286578866545649,True Generator
36,0.43318158167519616,True Generator
37,0.43148161717660133,True Generator
38,0.43790942486865525,True Generator
39,0.44329579258816654,True Generator
40,0.4361350379880505,True Generator
41,0.4368338297383446,True Generator
42,0.4328926399078687,True Generator
43,0.4387600970987544,True Generator
44,0.43359220638975415,True Generator
45,0.41931974464832766,True Generator
46,0.41426773062243255,True Generator
47,0.41825048865140574,True Generator
48,0.41367465927198077,True Generator
49,0.4184881842297889,True Generator
50,0.41656361791848107,True Generator
51,0.41693547749616705,True Generator
52,0.41513491962086707,True Generator
53,0.4118859797607923,True Generator
54,0.4136658490941397,True Generator
55,0.4018453676364323,True Generator
56,0.4062905120668814,True Generator
57,0.4107135405835644,True Generator
58,0.4130408462571466,True Generator
59,0.4107920100092023,True Generator
60,0.4123688052620347,True Generator
61,0.40969867109471425,True Generator
62,0.4126175945544752,True Generator
63,0.4052429204479179,True Generator
64,0.40886477047437714,True Generator
65,0.410438173079072,True Generator
66,0.4148161135888455,True Generator
67,0.4184077123068579,True Generator
68,0.41944211355888633,True Generator
69,0.41831735380230206,True Generator
70,0.4161396847763058,True Generator
71,0.4147451567092241,True Generator
72,0.41850135494975654,True Generator
73,0.4136281357228679,True Generator
74,0.4138942244201711,True Generator
75,0.4175166145693661,True Generator
76,0.419227894642867,True Generator
77,0.4225827989545734,True Generator
78,0.4257641666548917,True Generator
79,0.4284841675469504,True Generator
80,0.42659298466158285,True Generator
81,0.4284884530222124,True Generator
82,0.42453100066964594,True Generator
83,0.4195772897117377,True Generator
84,0.41896995267570175,True Generator
85,0.4179047807729382,True Generator
86,0.4189066028155892,True Generator
87,0.4204651333515596,True Generator
88,0.4213357751046504,True Generator
89,0.4204338407478419,True Generator
90,0.42117379090017343,True Generator
91,0.42039518584409613,True Generator
92,0.4197616510853853,True Generator
93,0.4206528040214679,True Generator
94,0.4217078190358972,True Generator
95,0.4221386385915753,True Generator
96,0.4195597376122918,True Generator
97,0.42062182797052244,True Generator
98,0.4230736776126271,True Generator
99,0.4257206892473003,True Generator
0,NaN,Quantum Generator
1,0.6703200460356392,Quantum Generator
2,0.5824032506039591,Quantum Generator
3,0.582403250603959,Quantum Generator
4,0.6146466673471591,Quantum Generator
5,0.5980377420706471,Quantum Generator
6,0.5266530976457386,Quantum Generator
7,0.48195354839215193,Quantum Generator
8,0.5083479426772378,Quantum Generator
9,0.5172978845671364,Quantum Generator
10,0.5312763334044869,Quantum Generator
11,0.5344691956388424,Quantum Generator
12,0.5016510267954936,Quantum Generator
13,0.5009597989115895,Quantum Generator
14,0.5062420368727876,Quantum Generator
15,0.5157672820555146,Quantum Generator
16,0.5057164429972942,Quantum Generator
17,0.4851249510595094,Quantum Generator
18,0.48781760989171236,Quantum Generator
19,0.4779934909959185,Quantum Generator
20,0.4922640334402987,Quantum Generator
21,0.4985598960491742,Quantum Generator
22,0.4945137835202976,Quantum Generator
23,0.48974719106181974,Quantum Generator
24,0.48367475151966177,Quantum Generator
25,0.48856721060323854,Quantum Generator
26,0.4885850281756418,Quantum Generator
27,0.46019030304095615,Quantum Generator
28,0.46046546148306927,Quantum Generator
29,0.46025036111156614,Quantum Generator
30,0.46555244238093885,Quantum Generator
31,0.4734446407554108,Quantum Generator
32,0.47443514989532165,Quantum Generator
33,0.4628115026873802,Quantum Generator
34,0.45478633321982764,Quantum Generator
35,0.45731733280483233,Quantum Generator
36,0.4620144467730901,Quantum Generator
37,0.4694759262251832,Quantum Generator
38,0.47270119895833634,Quantum Generator
39,0.47446327962545004,Quantum Generator
40,0.4733997913815593,Quantum Generator
41,0.4656847763397943,Quantum Generator
42,0.4574055567432373,Quantum Generator
43,0.44714913813469875,Quantum Generator
44,0.45091215334318724,Quantum Generator
45,0.4571921476997591,Quantum Generator
46,0.4571267669940293,Quantum Generator
47,0.45915083368682996,Quantum Generator
48,0.46231360221285495,Quantum Generator
49,0.46312310608969404,Quantum Generator
50,0.46392193337302284,Quantum Generator
51,0.4681923787178092,Quantum Generator
52,0.4643990751954847,Quantum Generator
53,0.46458906237990677,Quantum Generator
54,0.45617592848178734,Quantum Generator
55,0.4599977643879309,Quantum Generator
56,0.4617564022195988,Quantum Generator
57,0.4493629757745039,Quantum Generator
58,0.44972839258478015,Quantum Generator
59,0.4496456911080169,Quantum Generator
60,0.44808832045454394,Quantum Generator
61,0.4497869719395964,Quantum Generator
62,0.4517447724470921,Quantum Generator
63,0.45414268239554867,Quantum Generator
64,0.44654697806116067,Quantum Generator
65,0.44711688392719906,Quantum Generator
66,0.4467291793451499,Quantum Generator
67,0.44814805533893004,Quantum Generator
68,0.4510792355227446,Quantum Generator
69,0.4536750816330809,Quantum Generator
70,0.4545414409386626,Quantum Generator
71,0.45625948896930363,Quantum Generator
72,0.459291457792446,Quantum Generator
73,0.45873450250109754,Quantum Generator
74,0.45775883261915773,Quantum Generator
75,0.4591319361560669,Quantum Generator
76,0.45728983034225645,Quantum Generator
77,0.45644794275873635,Quantum Generator
78,0.459313776468832,Quantum Generator
79,0.45961967601095705,Quantum Generator
80,0.45944096455584327,Quantum Generator
81,0.45426657606142734,Quantum Generator
82,0.45687179071916584,Quantum Generator
83,0.4584565039018149,Quantum Generator
84,0.45539567949110965,Quantum Generator
85,0.45150634681925156,Quantum Generator
86,0.45265673397579403,Quantum Generator
87,0.45231906971040675,Quantum Generator
88,0.455481268109845,Quantum Generator
89,0.4561944640476663,Quantum Generator
90,0.449309065565006,Quantum Generator
91,0.45045569579666217,Quantum Generator
92,0.4508134533890959,Quantum Generator
93,0.4479601944023957,Quantum Generator
94,0.44978828855307695,Quantum Generator
95,0.4521405176529868,Quantum Generator
96,0.4514341370873979,Quantum Generator
97,0.45369391764283046,Quantum Generator
98,0.4558650718009056,Quantum Generator
99,0.45649426679930977,Quantum Generator
