Trial Index,Average Statistic,Generator
46,0.3192414431082333,True Generator
47,0.31746453900709226,True Generator
48,0.3193027210884354,True Generator
49,0.31665306122448966,True Generator
50,0.31741176470588217,True Generator
51,0.3167420814479635,True Generator
52,0.3174165457184322,True Generator
53,0.31928721174004165,True Generator
54,0.31804713804713775,True Generator
55,0.3262337662337658,True Generator
56,0.32387218045112715,True Generator
57,0.32159709618874704,True Generator
58,0.3202220923436579,True Generator
59,0.3212429378531065,True Generator
60,0.3202732240437149,True Generator
61,0.3216287678476983,True Generator
62,0.3201228878648219,True Generator
63,0.3249503968253953,True Generator
64,0.32312499999999855,True Generator
65,0.3224242424242409,True Generator
66,0.3202623247399353,True Generator
67,0.3183933274802443,True Generator
68,0.31777493606137974,True Generator
69,0.3181780538302262,True Generator
70,0.3193158953722318,True Generator
71,0.3201095461658825,True Generator
72,0.3182267884322664,True Generator
73,0.3209922251018126,True Generator
74,0.32072072072071917,True Generator
75,0.3188421052631565,True Generator
76,0.31801093643198775,True Generator
77,0.3162837162837151,True Generator
78,0.31470301850048593,True Generator
79,0.3132911392405058,True Generator
80,0.3143518518518512,True Generator
81,0.31336946702800306,True Generator
82,0.3151337055539221,True Generator
83,0.3177854274239813,True Generator
84,0.31815126050420184,True Generator
85,0.318686730506156,True Generator
86,0.31807003475006695,True Generator
87,0.3170846394984329,True Generator
88,0.3165730337078656,True Generator
89,0.31700374531835274,True Generator
90,0.316385836385837,True Generator
91,0.3164596273291935,True Generator
92,0.31659654043945895,True Generator
93,0.3160832761381851,True Generator
94,0.3153191489361715,True Generator
95,0.3149561403508783,True Generator
96,0.31649484536082595,True Generator
97,0.31590574374079683,True Generator
98,0.31463615749330215,True Generator
99,0.31329292929293123,True Generator
0,NaN,Quantum Generator
1,0.2,Quantum Generator
2,0.2333333333333333,Quantum Generator
3,0.23333333333333336,Quantum Generator
4,0.22000000000000003,Quantum Generator
5,0.22666666666666668,Quantum Generator
6,0.25714285714285723,Quantum Generator
7,0.27857142857142864,Quantum Generator
8,0.26666666666666666,Quantum Generator
9,0.26222222222222213,Quantum Generator
10,0.25636363636363635,Quantum Generator
11,0.2545454545454545,Quantum Generator
12,0.26923076923076916,Quantum Generator
13,0.2692307692307692,Quantum Generator
14,0.2666666666666666,Quantum Generator
15,0.26249999999999996,Quantum Generator
16,0.2669117647058823,Quantum Generator
17,0.2771241830065358,Quantum Generator
18,0.27602339181286534,Quantum Generator
19,0.28105263157894705,Quantum Generator
20,0.2747619047619046,Quantum Generator
21,0.27186147186147175,Quantum Generator
22,0.27351778656126485,Quantum Generator
23,0.2753623188405799,Quantum Generator
24,0.2780000000000003,Quantum Generator
25,0.27569230769230807,Quantum Generator
26,0.2754985754985758,Quantum Generator
27,0.29470899470899503,Quantum Generator
28,0.2940886699507393,Quantum Generator
29,0.2937931034482762,Quantum Generator
30,0.29118279569892513,Quantum Generator
31,0.28750000000000037,Quantum Generator
32,0.28693181818181857,Quantum Generator
33,0.29251336898395774,Quantum Generator
34,0.29630252100840404,Quantum Generator
35,0.2947619047619055,Quantum Generator
36,0.29234234234234313,Quantum Generator
37,0.28890469416785247,Quantum Generator
38,0.2871794871794876,Quantum Generator
39,0.2861538461538466,Quantum Generator
40,0.2864634146341468,Quantum Generator
41,0.2902439024390249,Quantum Generator
42,0.2939091915836108,Quantum Generator
43,0.2998942917547574,Quantum Generator
44,0.29797979797979834,Quantum Generator
45,0.29507246376811597,Quantum Generator
46,0.29491211840888065,Quantum Generator
47,0.29370567375886514,Quantum Generator
48,0.2921768707482991,Quantum Generator
49,0.2915102040816325,Quantum Generator
50,0.29098039215686267,Quantum Generator
51,0.2889894419306182,Quantum Generator
52,0.2909288824383161,Quantum Generator
53,0.290705800139762,Quantum Generator
54,0.2956902356902352,Quantum Generator
55,0.2938311688311682,Quantum Generator
56,0.29285714285714215,Quantum Generator
57,0.3012704174228666,Quantum Generator
58,0.30087668030391496,Quantum Generator
59,0.300621468926553,Quantum Generator
60,0.3013114754098353,Quantum Generator
61,0.3002115282919084,Quantum Generator
62,0.2991807475678436,Quantum Generator
63,0.297916666666666,Quantum Generator
64,0.3024999999999997,Quantum Generator
65,0.30214452214452175,Quantum Generator
66,0.3020805065581182,Quantum Generator
67,0.3011852502194902,Quantum Generator
68,0.2997868712702471,Quantum Generator
69,0.2985507246376812,Quantum Generator
70,0.2979476861167003,Quantum Generator
71,0.29702660406885795,Quantum Generator
72,0.29550989345509926,Quantum Generator
73,0.29548315438726375,Quantum Generator
74,0.2958558558558554,Quantum Generator
75,0.29515789473684134,Quantum Generator
76,0.29572795625427095,Quantum Generator
77,0.2960039960039948,Quantum Generator
78,0.29461213891593535,Quantum Generator
79,0.2942721518987329,Quantum Generator
80,0.2942592592592579,Quantum Generator
81,0.2968081903041236,Quantum Generator
82,0.29553335292388927,Quantum Generator
83,0.29466437177280413,Quantum Generator
84,0.2958823529411754,Quantum Generator
85,0.29761969904240654,Quantum Generator
86,0.2970061480887452,Quantum Generator
87,0.29710031347962296,Quantum Generator
88,0.295633299284984,Quantum Generator
89,0.2952559300873902,Quantum Generator
90,0.29963369963369935,Quantum Generator
91,0.2990683229813664,Quantum Generator
92,0.2987377279102386,Quantum Generator
93,0.300205902539465,Quantum Generator
94,0.2992833146696533,Quantum Generator
95,0.29813596491228134,Quantum Generator
96,0.2983676975945024,Quantum Generator
97,0.297243845992006,Quantum Generator
98,0.2961657390228832,Quantum Generator
99,0.2957979797979811,Quantum Generator
