Trial Index,Average P-Value,Generator
63,0.9758039894415934,Pseudo Generator
64,0.9764470720116993,Pseudo Generator
65,0.9762495347088965,Pseudo Generator
66,0.9765836891310579,Pseudo Generator
67,0.9769996632006013,Pseudo Generator
68,0.9777786054419726,Pseudo Generator
69,0.9781690665311911,Pseudo Generator
70,0.9785644268551936,Pseudo Generator
71,0.9768095889956518,Pseudo Generator
72,0.9769641228058144,Pseudo Generator
73,0.9731060721276569,Pseudo Generator
74,0.9757470016206321,Pseudo Generator
75,0.9757497236616287,Pseudo Generator
76,0.9764054382767255,Pseudo Generator
77,0.9773286355170194,Pseudo Generator
78,0.977180138380439,Pseudo Generator
79,0.978053115743327,Pseudo Generator
80,0.9784556933868421,Pseudo Generator
81,0.9791000181284245,Pseudo Generator
82,0.9795711693337443,Pseudo Generator
83,0.9800888610242448,Pseudo Generator
84,0.9804829269715408,Pseudo Generator
85,0.9803828189904454,Pseudo Generator
86,0.9808147394330317,Pseudo Generator
87,0.9807181141347008,Pseudo Generator
88,0.9810912822983471,Pseudo Generator
89,0.9812371641084618,Pseudo Generator
90,0.9817602829403771,Pseudo Generator
91,0.9821996059456681,Pseudo Generator
92,0.9824420151696641,Pseudo Generator
93,0.9774054461492242,Pseudo Generator
94,0.9720775996369011,Pseudo Generator
95,0.9733158199264551,Pseudo Generator
96,0.9741387234919827,Pseudo Generator
97,0.974346209069286,Pseudo Generator
98,0.9754023992587783,Pseudo Generator
99,0.9763503891819584,Pseudo Generator
0,NaN,True Generator
1,0.9411316524829332,True Generator
2,0.9683532939443591,True Generator
3,0.9780770538500789,True Generator
4,0.9871326810849853,True Generator
5,0.9779796836872074,True Generator
6,0.9775617559142367,True Generator
7,0.9849794949450045,True Generator
8,0.9888419010632792,True Generator
9,0.9834319703889373,True Generator
10,0.9659708418616864,True Generator
11,0.9751551878471209,True Generator
12,0.9813685246764736,True Generator
13,0.9803671517579671,True Generator
14,0.98305896099908,True Generator
15,0.9857313936466683,True Generator
16,0.9843803472991155,True Generator
17,0.9868322759378051,True Generator
18,0.9884205049459039,True Generator
19,0.9833631222060633,True Generator
20,0.9837050492427751,True Generator
21,0.983263570134301,True Generator
22,0.982758754109386,True Generator
23,0.9800596418143113,True Generator
24,0.9814188402283874,True Generator
25,0.9835390264080759,True Generator
26,0.9850864284435782,True Generator
27,0.9854129038373866,True Generator
28,0.9844716880499479,True Generator
29,0.9807022087479191,True Generator
30,0.982548943217111,True Generator
31,0.983916669779576,True Generator
32,0.9848932896228183,True Generator
33,0.9688441343086373,True Generator
34,0.9711328748939749,True Generator
35,0.9733047858934913,True Generator
36,0.9740351555401171,True Generator
37,0.9728714596765521,True Generator
38,0.9755466866836447,True Generator
39,0.976377302402942,True Generator
40,0.9720329266859634,True Generator
41,0.9723035791138992,True Generator
42,0.9733995140779145,True Generator
43,0.974787293988672,True Generator
44,0.9736449068181989,True Generator
45,0.9724313445209376,True Generator
46,0.9701930139821218,True Generator
47,0.9731375449140842,True Generator
48,0.9690148423563287,True Generator
49,0.9715439355950405,True Generator
50,0.970866438277926,True Generator
51,0.9718045824510765,True Generator
52,0.9684400293271719,True Generator
53,0.9675566122774197,True Generator
54,0.9697891371286709,True Generator
55,0.9594446424632798,True Generator
56,0.9604553354016847,True Generator
57,0.9644125089136815,True Generator
58,0.9656462710035008,True Generator
59,0.9654283329812741,True Generator
60,0.9667245695221938,True Generator
61,0.9633817936620256,True Generator
62,0.9655308423511082,True Generator
63,0.9677791848942181,True Generator
64,0.9693197880012421,True Generator
65,0.9706597137353196,True Generator
66,0.9720850931707804,True Generator
67,0.9732349189536686,True Generator
68,0.9738968708652164,True Generator
69,0.9733972912679761,True Generator
70,0.9725475943502041,True Generator
71,0.9728198778210875,True Generator
72,0.9740949589351116,True Generator
73,0.9749809645124365,True Generator
74,0.9746020279974142,True Generator
75,0.974929202559402,True Generator
76,0.9751380564019086,True Generator
77,0.976250659303562,True Generator
78,0.9771394322577897,True Generator
79,0.9776858324279182,True Generator
80,0.9763093040380681,True Generator
81,0.9769434901322533,True Generator
82,0.9753239331879597,True Generator
83,0.9734980486057169,True Generator
84,0.974435064622769,True Generator
85,0.9743209489530025,True Generator
86,0.9748002616368533,True Generator
87,0.9732751970938056,True Generator
88,0.973858154638979,True Generator
89,0.9746560551073304,True Generator
90,0.9741685211433301,True Generator
91,0.9719743118484497,True Generator
92,0.9717173345181401,True Generator
93,0.9725618855065592,True Generator
94,0.9722543699782974,True Generator
95,0.9728541487558224,True Generator
96,0.9701221572049735,True Generator
97,0.9709703387063464,True Generator
98,0.9716288283456994,True Generator
99,0.9722940750499176,True Generator
0,NaN,Quantum Generator
1,0.9972694525449676,Quantum Generator
2,0.9947531144689012,Quantum Generator
3,0.9730153286351527,Quantum Generator
4,0.9816651831761823,Quantum Generator
5,0.9881271189993633,Quantum Generator
6,0.9818225163827096,Quantum Generator
7,0.985403031058339,Quantum Generator
8,0.9887540966868434,Quantum Generator
9,0.991366708241193,Quantum Generator
10,0.9925233912407199,Quantum Generator
11,0.9936143220473265,Quantum Generator
12,0.9945619303171648,Quantum Generator
13,0.9948278345661491,Quantum Generator
14,0.9953380038828458,Quantum Generator
15,0.9957434808043408,Quantum Generator
16,0.9944854188904988,Quantum Generator
17,0.9951560354383815,Quantum Generator
18,0.9958406000056882,Quantum Generator
19,0.9955393611732337,Quantum Generator
20,0.9945056050215246,Quantum Generator
21,0.9954541799973956,Quantum Generator
22,0.9955102080607469,Quantum Generator
23,0.9946508939235611,Quantum Generator
24,0.9945593780937049,Quantum Generator
25,0.9911768736481341,Quantum Generator
26,0.9867939607414933,Quantum Generator
27,0.9427050335402966,Quantum Generator
28,0.958000668384604,Quantum Generator
29,0.966382212318552,Quantum Generator
30,0.9712871542759827,Quantum Generator
31,0.9742209191849976,Quantum Generator
32,0.975836994230656,Quantum Generator
33,0.9753916961326009,Quantum Generator
34,0.9593421945072632,Quantum Generator
35,0.9661166938658364,Quantum Generator
36,0.9676042443670698,Quantum Generator
37,0.9703145584710094,Quantum Generator
38,0.9728125238917725,Quantum Generator
39,0.9747434503317359,Quantum Generator
40,0.9745544915194335,Quantum Generator
41,0.9707927335824897,Quantum Generator
42,0.9691411694249603,Quantum Generator
43,0.959779838703901,Quantum Generator
44,0.9645236560033179,Quantum Generator
45,0.9681456202244701,Quantum Generator
46,0.9673819665095472,Quantum Generator
47,0.9659526033187547,Quantum Generator
48,0.9683424887119375,Quantum Generator
49,0.9692356059553284,Quantum Generator
50,0.9687341033351224,Quantum Generator
51,0.969948599041186,Quantum Generator
52,0.9698199938210318,Quantum Generator
53,0.971208247429144,Quantum Generator
54,0.972352234221466,Quantum Generator
55,0.9740235840193509,Quantum Generator
56,0.9743408710516365,Quantum Generator
57,0.9612381521911788,Quantum Generator
58,0.9623373760367088,Quantum Generator
59,0.9589478983900873,Quantum Generator
60,0.9595688849044649,Quantum Generator
61,0.9583111228448513,Quantum Generator
62,0.9598026900668111,Quantum Generator
63,0.9617733061437521,Quantum Generator
64,0.9629032751513192,Quantum Generator
65,0.9638223448861433,Quantum Generator
66,0.9653210989061983,Quantum Generator
67,0.9668365727320801,Quantum Generator
68,0.9681621675419466,Quantum Generator
69,0.9694724468095778,Quantum Generator
70,0.9702818061098865,Quantum Generator
71,0.9713291732135336,Quantum Generator
72,0.9724499960700668,Quantum Generator
73,0.9691243685995912,Quantum Generator
74,0.9702858888808858,Quantum Generator
75,0.9716751888683346,Quantum Generator
76,0.9677965252258248,Quantum Generator
77,0.967446437496357,Quantum Generator
78,0.9690854482084179,Quantum Generator
79,0.9705226234500497,Quantum Generator
80,0.9708714813995399,Quantum Generator
81,0.9695824659811454,Quantum Generator
82,0.9708704425918616,Quantum Generator
83,0.9717242199656991,Quantum Generator
84,0.9601203522690785,Quantum Generator
85,0.9569928657850066,Quantum Generator
86,0.9602838375266001,Quantum Generator
87,0.9623736068830079,Quantum Generator
88,0.9640752136101302,Quantum Generator
89,0.9652020164565256,Quantum Generator
90,0.9668612272962496,Quantum Generator
91,0.9680895936141767,Quantum Generator
92,0.9689248427647392,Quantum Generator
93,0.9681971073682576,Quantum Generator
94,0.9692216021272911,Quantum Generator
95,0.9700244179991996,Quantum Generator
96,0.9695553720207825,Quantum Generator
97,0.9706071389864229,Quantum Generator
98,0.9715186362208049,Quantum Generator
99,0.9722404002993958,Quantum Generator
